station_id,lon,lat,is_charging,external_id,capacity,eightd_has_key_dispenser,electric_bike_surcharge_waiver,has_kiosk,rental_methods,short_name,eightd_station_services
150,-73.5710031,45.53711414,false,0b117115-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6150,|||||||
151,-73.5720545053482,45.53585348307891,false,0b11945c-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6151,|||||||
152,-73.57358872890472,45.53418509490266,false,0b1195c7-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6152,|||||||
153,-73.57244624759005,45.5317736716855,false,0b119728-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6153,|||||||
154,-73.57544,45.53229,false,0b1198eb-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6154,|||||||
155,-73.57699647545813,45.53022106537559,false,0b119a5f-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6155,|||||||
156,-73.57618510723114,45.52775814390426,false,0b119c87-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6156,|||||||
157,-73.57815384864807,45.52940777616881,false,0b119e07-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6157,|||||||
158,-73.58162596821785,45.53081622781595,false,0b119f9b-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6158,|||||||
159,-73.55777114165448,45.49489468991122,false,0b11a121-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6159,|||||||
160,-73.58122229576111,45.5329774553515,false,0b11a316-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6160,|||||||
161,-73.57869029045105,45.53582823686429,false,0b11a4af-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6161,|||||||
162,-73.60488876700401,45.52952466565309,false,0b11a62f-08f3-11e7-a1cb-3863bb33a4e4,30,false,false,true,KEY|CREDITCARD,6162,|||||||
163,-73.5822,45.53543,false,0b11a7b6-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6163,|||||||
164,-73.58373686671257,45.5333136054992,false,0b11a928-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6164,|||||||
165,-73.58481109142303,45.532513956311426,false,0b11aa95-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6165,|||||||
166,-73.58928233385086,45.53383521794791,false,0b11ac01-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6166,|||||||
167,-73.58646869659424,45.535618223146564,false,0b11ad6b-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6167,|||||||
168,-73.59832721208477,45.530846300478125,false,0b11aefa-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6168,|||||||
169,-73.57991673052311,45.527432126380575,false,0b11b06e-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6169,|||||||
170,-73.58763813972473,45.53045006508681,false,0b11b1dc-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6170,|||||||
171,-73.5601159930229,45.51958082831579,false,0b11b34d-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6171,|||||||
173,-73.5692971944809,45.519266156911335,false,0b11b660-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6173,|||||||
174,-73.5727,45.51908,false,0b11b7e0-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6174,|||||||
175,-73.56778850560659,45.52049733309677,false,0b11b958-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6175,|||||||
176,-73.57530293991658,45.52479409963145,false,0b11bac8-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6176,|||||||
177,-73.57418417930603,45.522425652788634,false,0b11bc2e-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6177,|||||||
178,-73.5775906,45.5222776,false,0b11bd99-08f3-11e7-a1cb-3863bb33a4e4,14,false,false,true,KEY|CREDITCARD,6178,|||||||
179,-73.57494147410762,45.521685339303474,false,0b11bf22-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6179,|||||||
180,-73.55447664856909,45.49876479520566,false,0b11c18a-08f3-11e7-a1cb-3863bb33a4e4,35,false,false,true,KEY|CREDITCARD,6180,|||||||
181,-73.58212888,45.5173538,false,0b11c320-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6181,|||||||
182,-73.58514904975891,45.5216837606738,false,0b11c48f-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6182,|||||||
183,-73.58414590358734,45.5223645775784,false,0b11c5fc-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6183,|||||||
184,-73.58255,45.524673,false,0b11c779-08f3-11e7-a1cb-3863bb33a4e4,35,false,false,true,KEY|CREDITCARD,6184,|||||||
185,-73.60087350010872,45.54912085535069,false,0b11c8fa-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6185,|||||||
186,-73.58865737915039,45.52931012171625,false,0b11ca72-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6186,|||||||
187,-73.58177483081818,45.52562819123256,false,0b11cbe1-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6187,|||||||
188,-73.57785880565643,45.526026565221414,false,0b11cd56-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6188,|||||||
189,-73.61300647258759,45.552289376429215,false,0b11ced7-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6189,|||||||
190,-73.58576595783234,45.527009334270645,false,0b11d04c-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6190,|||||||
191,-73.61334979534149,45.53161102055944,false,0b11d1b6-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6191,|||||||
192,-73.59186127781868,45.52784917538704,false,0b11d31d-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6192,|||||||
193,-73.5968267172575,45.521495731487576,false,0b11d48b-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6193,|||||||
194,-73.59285570681095,45.52557815939422,false,0b11d60b-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6094,|||||||
195,-73.5892903804779,45.52427708108202,false,0b11d77c-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6195,|||||||
196,-73.58941912651062,45.52134173413233,false,0b11d8f6-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6196,|||||||
197,-73.5824453830719,45.53898439552301,false,0b11da63-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6197,|||||||
198,-73.59527,45.52974,false,0b11dbd1-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6198,|||||||
199,-73.59935637563467,45.5251943015533,false,0b11dd51-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6199,|||||||
200,-73.5958108305931,45.524628485592636,false,0b11dec0-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6200,|||||||
201,-73.58733236789703,45.52354419830203,false,0b11dfdd-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6201,|||||||
202,-73.57329905033112,45.50658668914343,false,0b12034a-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6203,|||||||
203,-73.57386365532875,45.50936142835129,false,0b1204af-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6205,|||||||
204,-73.57547,45.51059,false,0b1205e1-08f3-11e7-a1cb-3863bb33a4e4,39,false,false,true,KEY|CREDITCARD,6206,|||||||
205,-73.57688784599304,45.51283174510449,false,0b1206fe-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6207,|||||||
206,-73.57805,45.51069,false,0b120816-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6208,|||||||
207,-73.57067719101906,45.51254135285248,false,0b12092a-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6209,|||||||
208,-73.65636706352234,45.550692068419764,false,0b120a4a-08f3-11e7-a1cb-3863bb33a4e4,26,false,false,true,KEY|CREDITCARD,6210,|||||||
209,-73.57829064130783,45.51482779887124,false,0b120b73-08f3-11e7-a1cb-3863bb33a4e4,11,false,false,true,KEY|CREDITCARD,6211,|||||||
210,-73.58114182949066,45.51509198406273,false,0b120c8a-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6212,|||||||
211,-73.5793662071228,45.51706810634345,false,0b120d99-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6213,|||||||
212,-73.5701286792755,45.516090801970655,false,0b120eaa-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6214,|||||||
213,-73.57245951890945,45.50083231626815,false,0b120fbf-08f3-11e7-a1cb-3863bb33a4e4,43,false,false,true,KEY|CREDITCARD,6215,|||||||
214,-73.58477890491486,45.514839858968934,false,0b1210e1-08f3-11e7-a1cb-3863bb33a4e4,43,false,false,true,KEY|CREDITCARD,6216,|||||||
215,-73.5836161673069,45.518967223320054,false,0b1211fb-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6217,|||||||
216,-73.57460528612137,45.51740076184449,false,0b12130a-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6219,|||||||
217,-73.57718793155072,45.51922631024093,false,0b12141b-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6220,|||||||
218,-73.58685,45.51941,false,0b121524-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6221,|||||||
219,-73.5883381962776,45.51825290855221,false,0b12164d-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6222,|||||||
220,-73.589,45.517,false,0b12176d-08f3-11e7-a1cb-3863bb33a4e4,33,false,false,true,KEY|CREDITCARD,6223,|||||||
221,-73.59235,45.51829,false,0b121880-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6224,|||||||
222,-73.590559,45.520188,false,0b121993-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6225,|||||||
223,-73.561562,45.575707,false,0b121aa3-08f3-11e7-a1cb-3863bb33a4e4,65,false,false,true,KEY|CREDITCARD,6226,|||||||
224,-73.59497621666378,45.52027633320609,false,0b121bcd-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6227,|||||||
225,-73.58582027256489,45.52055948154798,false,0b121ce9-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6229,|||||||
226,-73.60012650489807,45.5238561444472,false,0b121dff-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6230,|||||||
227,-73.60184043645859,45.523026476635074,false,0b121f07-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6231,|||||||
228,-73.60319092869759,45.52626688601944,false,0b122017-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6234,|||||||
229,-73.5982757806778,45.52655700191558,false,0b12214a-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6235,|||||||
230,-73.57937312743161,45.53685576985672,false,0b122287-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6236,|||||||
232,-73.58044445514679,45.53200800170645,false,0b1224c3-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6237,|||||||
233,-73.57722043991089,45.51666442219882,false,0b1225d9-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6903,|||||||
234,-73.60556602478027,45.54975479298636,false,0b1226f9-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6924,|||||||
236,-73.62945914268494,45.5057209331225,false,0b122929-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6240,|||||||
237,-73.59783187508583,45.51753998795678,false,0b122a41-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6241,|||||||
239,-73.60820215362764,45.520545179997015,false,0b12331d-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6243,|||||||
241,-73.61328139901161,45.522745298216094,false,0b1235a6-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6245,|||||||
242,-73.61573964357376,45.52085479492202,false,0b1236ca-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6246,|||||||
243,-73.6110632121563,45.53226461018495,false,0b1237e6-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6247,|||||||
244,-73.581566,45.518593,false,0b1238fe-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6248,|||||||
245,-73.61199,45.53696,false,0b123a23-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6249,|||||||
246,-73.6148879583925,45.53678525128436,false,0b123b3e-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6250,|||||||
247,-73.61217230558395,45.53429782539273,false,0b124281-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6251,|||||||
248,-73.6154635157709,45.53319787800373,false,0b1243b5-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6252,|||||||
249,-73.6142510175705,45.53900036432657,false,0b1245b9-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6253,|||||||
250,-73.60897,45.54006,false,0b1246fa-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6254,|||||||
251,-73.60556,45.53848,false,0b124818-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6255,|||||||
253,-73.60783427975548,45.536434338630336,false,0b12737b-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6257,|||||||
254,-73.59321847558022,45.537087833013324,false,0b127e6d-08f3-11e7-a1cb-3863bb33a4e4,39,false,false,true,KEY|CREDITCARD,6258,|||||||
255,-73.5842102766037,45.54082265682394,false,0b128037-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6259,|||||||
256,-73.58594566583633,45.53923559055867,false,0b12a453-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6260,|||||||
257,-73.58822286128998,45.54459855947176,false,0b12a5db-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6261,|||||||
258,-73.59750330448149,45.53718135927993,false,0b12a710-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6262,|||||||
259,-73.6270022392273,45.47117930747152,false,0b12a953-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6263,|||||||
260,-73.59214425086974,45.5425697477813,false,0b12b053-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6264,|||||||
261,-73.57783321760508,45.5385023609599,false,0b12b18b-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6265,|||||||
262,-73.58868420124054,45.546661109634606,false,0b12b2a7-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6266,|||||||
263,-73.59564453363419,45.544375546398065,false,0b12b3bf-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6267,|||||||
264,-73.6004199389572,45.53929433998872,false,0b12b4d7-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6268,|||||||
265,-73.5533943772316,45.537627813487596,false,0b12ba05-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6269,|||||||
266,-73.60101029276848,45.54345172630376,false,0b12bb31-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6270,|||||||
267,-73.49011301994324,45.640002860465096,false,0b12bc3e-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6271,|||||||
268,-73.59866470098495,45.546539011777845,false,0b12bd4f-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6272,|||||||
269,-73.60281676054001,45.546779039476185,false,0b12d1d7-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6273,|||||||
270,-73.58439266681671,45.53036486555959,false,0b12dba6-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6274,|||||||
271,-73.61048251390457,45.544872613678606,false,0b12ddaa-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6275,|||||||
272,-73.60760450363159,45.541669595766315,false,0b12df39-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6276,|||||||
273,-73.59576,45.55001,false,0b12e0b4-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6278,|||||||
274,-73.59916493296623,45.55158518908433,false,0b12e8f4-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6279,|||||||
275,-73.59787344932556,45.5420595590383,false,0b12ea9e-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6904,|||||||
276,-73.58424894533528,45.54391953154915,false,0b12ec0c-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6905,|||||||
277,-73.59854198992252,45.53216615337666,false,0b12f18a-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6906,|||||||
278,-73.59539444449183,45.53413774789185,false,0b12f313-08f3-11e7-a1cb-3863bb33a4e4,3,false,false,true,KEY|CREDITCARD,6907,|||||||
279,-73.60112428665161,45.53341043363302,false,0b12f598-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6908,|||||||
280,-73.56363236904144,45.48390169543355,false,0b12fca5-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6921,|||||||
281,-73.5788968205452,45.5246829812827,false,0b12fe33-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6926,|||||||
282,-73.615085,45.50723,false,0b1303b8-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6927,|||||||
283,-73.62054750323296,45.50116506773693,false,0b130533-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6928,|||||||
284,-73.607723,45.527363,false,0b130cda-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6228,|||||||
285,-73.61114308841934,45.52431120694255,false,0b130e78-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6232,|||||||
286,-73.6049484461546,45.52428310031213,false,0b1313e0-08f3-11e7-a1cb-3863bb33a4e4,27,false,false,true,KEY|CREDITCARD,6233,|||||||
287,-73.64765658974648,45.549868431421636,false,0b131556-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6917,|||||||
288,-73.57921119790262,45.55191156229252,false,0b131aab-08f3-11e7-a1cb-3863bb33a4e4,15,false,false,true,KEY|CREDITCARD,6919,|||||||
289,-73.602026,45.537041,false,0b132264-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6910,|||||||
290,-73.56041371822357,45.4903101518855,false,0b1327e4-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6086,|||||||
291,-73.56481790542603,45.49302901258371,false,0b132d5a-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6087,|||||||
292,-73.56711119413376,45.49004220726396,false,0b1332b8-08f3-11e7-a1cb-3863bb33a4e4,31,false,false,true,KEY|CREDITCARD,6088,|||||||
293,-73.592010140419,45.5481863712796,false,0b133810-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6277,|||||||
294,-73.59245739877223,45.52361490311454,false,0b13441f-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6280,|||||||
297,-73.56965124607086,45.47822787309145,false,0b13704c-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,10002,|||||||
301,-73.5690826177597,45.48772278774177,false,0b13760f-08f3-11e7-a1cb-3863bb33a4e4,22,false,false,true,KEY|CREDITCARD,6401,|||||||
302,-73.5852724313736,45.472781067977614,false,0b1377cc-08f3-11e7-a1cb-3863bb33a4e4,23,false,false,true,KEY|CREDITCARD,6402,|||||||
303,-73.5719633102417,45.485047979822774,false,0b137906-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6403,|||||||
304,-73.577514,45.485889,false,0b137a21-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6404,|||||||
305,-73.57487618923187,45.4820980397155,false,0b137b3e-08f3-11e7-a1cb-3863bb33a4e4,19,false,false,true,KEY|CREDITCARD,6405,|||||||
306,-73.57759863138199,45.48020822800015,false,0b137c76-08f3-11e7-a1cb-3863bb33a4e4,33,false,false,true,KEY|CREDITCARD,6406,|||||||
